Date,Fish_Type,Supply_Kg,Price_Per_Kg,Fuel_price,Ice_price_per_block,,,
2025/3/6,Maya-maya (Snapper),23 kg,360,55.65,160,,,
2025/3/6,Mulmul (Parrot Fish),17 kg,210,55.65,160,,,
2025/3/6,Samaral (Siganid),67 kg,230,55.65,160,,,
2025/3/6,Talakitok (Crevalle),91 kg,290,55.65,160,,,
2025/3/6,Tamban (Indian Sardines),"4,716 kg",110,55.65,160,,,
2025/3/6,Sting Ray,249 Kg,110,55.65,160,,,
2025/3/6,Tanguigue (Spanish Mackerel),279 Kg,310,55.65,160,,,
2025/3/6,Tulingan (Frigate Tuna),473 kg,360,55.65,160,,,
2025/3/7,Alumahan (Striped Mackerel),"1,205 kg",210,55.65,160,,,
2025/3/7,Bangus (Milk Fish),42 kg,210,55.65,160,,,
2025/3/7,Bariles (Yellow Fin Tuna),384 kg,260,55.65,160,,,
2025/3/7,Culisi (Nemipterid),"2,181 kg",133,55.65,160,,,
2025/3/7,Galunggong (Round Scad),975 kg,210,55.65,160,,,
2025/3/7,Gulyasan or puyan (Skipjack tuna),229 kg,210,55.65,160,,,
2025/3/7,Lapu-lapu (Grouper),73 kg,290,55.65,160,,,
2025/3/7,Malasugi (Blue Marlin),829 Kg,310,55.65,160,,,
2025/3/7,Matang Baka (Big-eyed Scads),"1,685 kg",260,55.65,160,,,
2025/3/7,Maya-maya (Snapper),23 kg,360,55.65,160,,,
2025/3/7,Mulmul (Parrot Fish),17 kg,210,55.65,160,,,
2025/3/7,Samaral (Siganid),67 kg,230,55.65,160,,,
2025/3/7,Talakitok (Crevalle),91 kg,290,55.65,160,,,
2025/3/7,Tamban (Indian Sardines),"4,716 kg",110,55.65,160,,,
2025/3/7,Sting Ray,249 Kg,110,55.65,160,,,
2025/3/7,Tanguigue (Spanish Mackerel),279 Kg,310,55.65,160,,,
2025/3/7,Tulingan (Frigate Tuna),473 kg,360,55.65,160,,,
2025/3/8,Alumahan (Striped Mackerel),"1,205 kg",210,55.65,160,,,
2025/3/8,Bangus (Milk Fish),42 kg,210,55.65,160,,,
2025/3/8,Bariles (Yellow Fin Tuna),384 kg,260,55.65,160,,,
2025/3/8,Culisi (Nemipterid),"2,181 kg",133,55.65,160,,,
2025/3/8,Galunggong (Round Scad),975 kg,210,55.65,160,,,
2025/3/8,Gulyasan or puyan (Skipjack tuna),229 kg,210,55.65,160,,,
2025/3/8,Lapu-lapu (Grouper),73 kg,290,55.65,160,,,
2025/3/8,Malasugi (Blue Marlin),829 Kg,310,55.65,160,,,
2025/3/8,Matang Baka (Big-eyed Scads),"1,685 kg",260,55.65,160,,,
2025/3/8,Maya-maya (Snapper),23 kg,360,55.65,160,,,
2025/3/8,Mulmul (Parrot Fish),17 kg,210,55.65,160,,,
2025/3/8,Samaral (Siganid),67 kg,230,55.65,160,,,
2025/3/8,Talakitok (Crevalle),91 kg,290,55.65,160,,,
2025/3/8,Tamban (Indian Sardines),"4,716 kg",110,55.65,160,,,
2025/3/8,Sting Ray,249 Kg,110,55.65,160,,,
2025/3/8,Tanguigue (Spanish Mackerel),279 Kg,310,55.65,160,,,
2025/3/8,Tulingan (Frigate Tuna),473 kg,360,55.65,160,,,
2025/3/9,Alumahan (Striped Mackerel),"1,205 kg",210,55.65,160,,,
2024/3/9,Bangus (Milk Fish),42 kg,210,55.65,160,,,
2024/3/9,Bariles (Yellow Fin Tuna),384 kg,260,55.65,160,,,
2024/3/9,Culisi (Nemipterid),"2,181 kg",133,55.65,160,,,
2024/3/9,Galunggong (Round Scad),975 kg,210,55.65,160,,,
2024/3/9,Gulyasan or puyan (Skipjack tuna),229 kg,210,55.65,160,,,
2024/3/9,Lapu-lapu (Grouper),73 kg,290,55.65,160,,,
2024/3/9,Malasugi (Blue Marlin),829 Kg,310,55.65,160,,,
2024/3/9,Matang Baka (Big-eyed Scads),"1,685 kg",260,55.65,160,,,
2024/3/9,Maya-maya (Snapper),23 kg,360,55.65,160,,,
2024/3/9,Mulmul (Parrot Fish),17 kg,210,55.65,160,,,
2024/3/9,Samaral (Siganid),67 kg,230,55.65,160,,,
2024/3/9,Talakitok (Crevalle),91 kg,290,55.65,160,,,
2024/3/9,Tamban (Indian Sardines),"4,716 kg",110,55.65,160,,,
2024/3/9,Sting Ray,249 Kg,110,55.65,160,,,
2024/3/9,Tanguigue (Spanish Mackerel),279 Kg,310,55.65,160,,,
2024/3/9,Tulingan (Frigate Tuna),473 kg,360,55.65,160,,,
2025/3/10,Alumahan (Striped Mackerel),"1,205 kg",210,55.65,160,,,
2025/3/10,Bangus (Milk Fish),42 kg,210,55.65,160,,,
2025/3/10,Bariles (Yellow Fin Tuna),384 kg,260,55.65,160,,,
2025/3/10,Culisi (Nemipterid),"2,181 kg",133,55.65,160,,,
2025/3/10,Galunggong (Round Scad),975 kg,210,55.65,160,,,
2025/3/10,Gulyasan or puyan (Skipjack tuna),229 kg,210,55.65,160,,,
2025/3/10,Lapu-lapu (Grouper),73 kg,290,55.65,160,,,
2025/3/10,Malasugi (Blue Marlin),829 Kg,310,55.65,160,,,
2025/3/10,Matang Baka (Big-eyed Scads),"1,685 kg",260,55.65,160,,,
2025/3/10,Maya-maya (Snapper),23 kg,360,55.65,160,,,
2025/3/10,Mulmul (Parrot Fish),17 kg,210,55.65,160,,,
2025/3/10,Samaral (Siganid),67 kg,230,55.65,160,,,
2025/3/10,Talakitok (Crevalle),91 kg,290,55.65,160,,,
2025/3/10,Tamban (Indian Sardines),"4,716 kg",110,55.65,160,,,
2025/3/10,Sting Ray,249 Kg,110,55.65,160,,,
2025/3/10,Tanguigue (Spanish Mackerel),279 Kg,310,55.65,160,,,
2025/3/10,Tulingan (Frigate Tuna),473 kg,360,55.65,160,,,
2025/3/11,Alumahan (Striped Mackerel),"1,205 kg",190,54.75,160,,,
2025/3/11,Bangus (Milk Fish),42 kg,190,54.75,160,,,
2025/3/11,Bariles (Yellow Fin Tuna),384 kg,240,54.75,160,,,
2025/3/11,Culisi (Nemipterid),"2,181 kg",113,54.75,160,,,
2025/3/11,Galunggong (Round Scad),975 kg,190,54.75,160,,,
2025/3/11,Gulyasan or puyan (Skipjack tuna),229 kg,190,54.75,160,,,
2025/3/11,Lapu-lapu (Grouper),73 kg,270,54.75,160,,,
2025/3/11,Malasugi (Blue Marlin),829 Kg,290,54.75,160,,,
2025/3/11,Matang Baka (Big-eyed Scads),"1,685 kg",240,54.75,160,,,
2025/3/11,Maya-maya (Snapper),23 kg,340,54.75,160,,,
2025/3/11,Mulmul (Parrot Fish),17 kg,190,54.75,160,,,
2025/3/11,Samaral (Siganid),67 kg,210,54.75,160,,,
2025/3/11,Talakitok (Crevalle),91 kg,270,54.75,160,,,
2025/3/11,Tamban (Indian Sardines),"4,716 kg",90,54.75,160,,,
2025/3/11,Sting Ray,249 Kg,90,54.75,160,,,
2025/3/11,Tanguigue (Spanish Mackerel),279 Kg,290,54.75,160,,,
2025/3/11,Tulingan (Frigate Tuna),473 kg,340,54.75,160,,,
2025/3/12,Alumahan (Striped Mackerel),"1,205 kg",190,54.75,160,,,
2025/3/12,Bangus (Milk Fish),42 kg,190,54.75,160,,,
2025/3/12,Bariles (Yellow Fin Tuna),384 kg,240,54.75,160,,,
2025/3/12,Culisi (Nemipterid),"2,181 kg",113,54.75,160,,,
2025/3/12,Galunggong (Round Scad),975 kg,190,54.75,160,,,
2025/3/12,Gulyasan or puyan (Skipjack tuna),229 kg,190,54.75,160,,,
2025/3/12,Lapu-lapu (Grouper),73 kg,270,54.75,160,,,
2025/3/12,Malasugi (Blue Marlin),829 Kg,290,54.75,160,,,
2025/3/12,Matang Baka (Big-eyed Scads),"1,685 kg",240,54.75,160,,,
2025/3/12,Maya-maya (Snapper),23 kg,340,54.75,160,,,
2025/3/12,Mulmul (Parrot Fish),17 kg,190,54.75,160,,,
2025/3/12,Samaral (Siganid),67 kg,210,54.75,160,,,
2025/3/12,Talakitok (Crevalle),91 kg,270,54.75,160,,,
2025/3/12,Tamban (Indian Sardines),"4,716 kg",90,54.75,160,,,
2025/3/12,Sting Ray,249 Kg,90,54.75,160,,,
2025/3/12,Tanguigue (Spanish Mackerel),279 Kg,290,54.75,160,,,
2025/3/12,Tulingan (Frigate Tuna),473 kg,340,54.75,160,,,
2025/3/13,Alumahan (Striped Mackerel),"1,205 kg",190,54.75,160,,,
2025/3/13,Bangus (Milk Fish),42 kg,190,54.75,160,,,
2025/3/13,Bariles (Yellow Fin Tuna),384 kg,240,54.75,160,,,
2025/3/13,Culisi (Nemipterid),"2,181 kg",113,54.75,160,,,
2025/3/13,Galunggong (Round Scad),975 kg,190,54.75,160,,,
2025/3/13,Gulyasan or puyan (Skipjack tuna),229 kg,190,54.75,160,,,
2025/3/13,Lapu-lapu (Grouper),73 kg,270,54.75,160,,,
2025/3/13,Malasugi (Blue Marlin),829 Kg,290,54.75,160,,,
2025/3/13,Matang Baka (Big-eyed Scads),"1,685 kg",240,54.75,160,,,
2025/3/13,Maya-maya (Snapper),23 kg,340,54.75,160,,,
2025/3/13,Mulmul (Parrot Fish),17 kg,190,54.75,160,,,
2025/3/13,Samaral (Siganid),67 kg,210,54.75,160,,,
2025/3/13,Talakitok (Crevalle),91 kg,270,54.75,160,,,
2025/3/13,Tamban (Indian Sardines),"4,716 kg",90,54.75,160,,,
2025/3/13,Sting Ray,249 Kg,90,54.75,160,,,
2025/3/13,Tanguigue (Spanish Mackerel),279 Kg,290,54.75,160,,,
2025/3/13,Tulingan (Frigate Tuna),473 kg,340,54.75,160,,,
2025/3/14,Alumahan (Striped Mackerel),"1,205 kg",190,54.75,160,,,
2025/3/14,Bangus (Milk Fish),42 kg,190,54.75,160,,,
2025/3/14,Bariles (Yellow Fin Tuna),384 kg,240,54.75,160,,,
2025/3/14,Culisi (Nemipterid),"2,181 kg",113,54.75,160,,,
2025/3/14,Galunggong (Round Scad),975 kg,190,54.75,160,,,
2025/3/14,Gulyasan or puyan (Skipjack tuna),229 kg,190,54.75,160,,,
2025/3/14,Lapu-lapu (Grouper),73 kg,270,54.75,160,,,
2025/3/14,Malasugi (Blue Marlin),829 Kg,290,54.75,160,,,
2025/3/14,Matang Baka (Big-eyed Scads),"1,685 kg",240,54.75,160,,,
2025/3/14,Maya-maya (Snapper),23 kg,340,54.75,160,,,
2025/3/14,Mulmul (Parrot Fish),17 kg,190,54.75,160,,,
2025/3/14,Samaral (Siganid),67 kg,210,54.75,160,,,
2025/3/14,Talakitok (Crevalle),91 kg,270,54.75,160,,,
2025/3/14,Tamban (Indian Sardines),"4,716 kg",90,54.75,160,,,
2025/3/14,Sting Ray,249 Kg,90,54.75,160,,,
2025/3/14,Tanguigue (Spanish Mackerel),279 Kg,290,54.75,160,,,
2025/3/14,Tulingan (Frigate Tuna),473 kg,340,54.75,160,,,
2025/3/15,Alumahan (Striped Mackerel),"1,205 kg",190,54.75,160,,,
2025/3/15,Bangus (Milk Fish),42 kg,190,54.75,160,,,
2025/3/15,Bariles (Yellow Fin Tuna),384 kg,240,54.75,160,,,
2025/3/15,Culisi (Nemipterid),"2,181 kg",113,54.75,160,,,
2025/3/15,Galunggong (Round Scad),975 kg,190,54.75,160,,,
2025/3/15,Gulyasan or puyan (Skipjack tuna),229 kg,190,54.75,160,,,
2025/3/15,Lapu-lapu (Grouper),73 kg,270,54.75,160,,,
2025/3/15,Malasugi (Blue Marlin),829 Kg,290,54.75,160,,,
2025/3/15,Matang Baka (Big-eyed Scads),"1,685 kg",240,54.75,160,,,
2025/3/15,Maya-maya (Snapper),23 kg,340,54.75,160,,,
2025/3/15,Mulmul (Parrot Fish),17 kg,190,54.75,160,,,
2025/3/15,Samaral (Siganid),67 kg,210,54.75,160,,,
2025/3/15,Talakitok (Crevalle),91 kg,270,54.75,160,,,
2025/3/15,Tamban (Indian Sardines),"4,716 kg",90,54.75,160,,,
2025/3/15,Sting Ray,249 Kg,90,54.75,160,,,
2025/3/15,Tanguigue (Spanish Mackerel),279 Kg,290,54.75,160,,,
2025/3/15,Tulingan (Frigate Tuna),473 kg,340,54.75,160,,,
2025/3/16,Alumahan (Striped Mackerel),"1,205 kg",200,54.75,160,,,
2025/3/16,Bangus (Milk Fish),42 kg,200,54.75,160,,,
2025/3/16,Bariles (Yellow Fin Tuna),384 kg,250,54.75,160,,,
2025/3/16,Culisi (Nemipterid),"2,181 kg",123,54.75,160,,,
2025/3/16,Galunggong (Round Scad),975 kg,200,54.75,160,,,
2025/3/16,Gulyasan or puyan (Skipjack tuna),229 kg,200,54.75,160,,,
2025/3/16,Lapu-lapu (Grouper),73 kg,280,54.75,160,,,
2025/3/16,Malasugi (Blue Marlin),829 Kg,300,54.75,160,,,
2025/3/16,Matang Baka (Big-eyed Scads),"1,685 kg",250,54.75,160,,,
2025/3/16,Maya-maya (Snapper),23 kg,350,54.75,160,,,
2025/3/16,Mulmul (Parrot Fish),17 kg,200,54.75,160,,,
2025/3/16,Samaral (Siganid),67 kg,220,54.75,160,,,
2025/3/16,Talakitok (Crevalle),91 kg,280,54.75,160,,,
2025/3/16,Tamban (Indian Sardines),"4,716 kg",100,54.75,160,,,
2025/3/16,Sting Ray,249 Kg,100,54.75,160,,,
2025/3/16,Tanguigue (Spanish Mackerel),279 Kg,300,54.75,160,,,
2025/3/16,Tulingan (Frigate Tuna),473 kg,350,54.75,160,,,
2025/3/17,Alumahan (Striped Mackerel),"1,205 kg",200,54.75,160,,,
2025/3/17,Bangus (Milk Fish),42 kg,200,54.75,160,,,
2025/3/17,Bariles (Yellow Fin Tuna),384 kg,250,54.75,160,,,
2025/3/17,Culisi (Nemipterid),"2,181 kg",123,54.75,160,,,
2025/3/17,Galunggong (Round Scad),975 kg,200,54.75,160,,,
2025/3/17,Gulyasan or puyan (Skipjack tuna),229 kg,200,54.75,160,,,
2025/3/17,Lapu-lapu (Grouper),73 kg,280,54.75,160,,,
2025/3/17,Malasugi (Blue Marlin),829 Kg,300,54.75,160,,,
2025/3/17,Matang Baka (Big-eyed Scads),"1,685 kg",250,54.75,160,,,
2025/3/17,Maya-maya (Snapper),23 kg,350,54.75,160,,,
2025/3/17,Mulmul (Parrot Fish),17 kg,200,54.75,160,,,
2025/3/17,Samaral (Siganid),67 kg,220,54.75,160,,,
2025/3/17,Talakitok (Crevalle),91 kg,280,54.75,160,,,
2025/3/17,Tamban (Indian Sardines),"4,716 kg",100,54.75,160,,,
2025/3/17,Sting Ray,249 Kg,100,54.75,160,,,
2025/3/17,Tanguigue (Spanish Mackerel),279 Kg,300,54.75,160,,,
2025/3/17,Tulingan (Frigate Tuna),473 kg,350,54.75,160,,,
2025/3/18,Alumahan (Striped Mackerel),"1,205 kg",200,54.55,160,,,
2025/3/18,Bangus (Milk Fish),42 kg,200,54.55,160,,,
2025/3/18,Bariles (Yellow Fin Tuna),384 kg,250,54.55,160,,,
2025/3/18,Culisi (Nemipterid),"2,181 kg",123,54.55,160,,,
2025/3/18,Galunggong (Round Scad),975 kg,200,54.55,160,,,
2025/3/18,Gulyasan or puyan (Skipjack tuna),229 kg,200,54.55,160,,,
2025/3/18,Lapu-lapu (Grouper),73 kg,280,54.55,160,,,
2025/3/18,Malasugi (Blue Marlin),829 Kg,300,54.55,160,,,
2025/3/18,Matang Baka (Big-eyed Scads),"1,685 kg",250,54.55,160,,,
2025/3/18,Maya-maya (Snapper),23 kg,350,54.55,160,,,
2025/3/18,Mulmul (Parrot Fish),17 kg,200,54.55,160,,,
2025/3/18,Samaral (Siganid),67 kg,220,54.55,160,,,
2025/3/18,Talakitok (Crevalle),91 kg,280,54.55,160,,,
2025/3/18,Tamban (Indian Sardines),"4,716 kg",100,54.55,160,,,
2025/3/18,Sting Ray,249 Kg,100,54.55,160,,,
2025/3/18,Tanguigue (Spanish Mackerel),279 Kg,300,54.55,160,,,
2025/3/18,Tulingan (Frigate Tuna),473 kg,350,54.55,160,,,
2025/3/19,Alumahan (Striped Mackerel),"1,205 kg",200,54.55,160,,,
2025/3/19,Bangus (Milk Fish),42 kg,200,54.55,160,,,
2025/3/19,Bariles (Yellow Fin Tuna),384 kg,250,54.55,160,,,
2025/3/19,Culisi (Nemipterid),"2,181 kg",123,54.55,160,,,
2025/3/19,Galunggong (Round Scad),975 kg,200,54.55,160,,,
2025/3/19,Gulyasan or puyan (Skipjack tuna),229 kg,200,54.55,160,,,
2025/3/19,Lapu-lapu (Grouper),73 kg,280,54.55,160,,,
2025/3/19,Malasugi (Blue Marlin),829 Kg,300,54.55,160,,,
2025/3/19,Matang Baka (Big-eyed Scads),"1,685 kg",250,54.55,160,,,
2025/3/19,Maya-maya (Snapper),23 kg,350,54.55,160,,,
2025/3/19,Mulmul (Parrot Fish),17 kg,200,54.55,160,,,
2025/3/19,Samaral (Siganid),67 kg,220,54.55,160,,,
2025/3/19,Talakitok (Crevalle),91 kg,280,54.55,160,,,
2025/3/19,Tamban (Indian Sardines),"4,716 kg",100,54.55,160,,,
2025/3/19,Sting Ray,249 Kg,100,54.55,160,,,
2025/3/19,Tanguigue (Spanish Mackerel),279 Kg,300,54.55,160,,,
2025/3/19,Tulingan (Frigate Tuna),473 kg,350,54.55,160,,,
2025/3/20,Alumahan (Striped Mackerel),"1,205 kg",200,54.55,160,,,
2025/3/20,Bangus (Milk Fish),42 kg,200,54.55,160,,,
2025/3/20,Bariles (Yellow Fin Tuna),384 kg,250,54.55,160,,,
2025/3/20,Culisi (Nemipterid),"2,181 kg",123,54.55,160,,,
2025/3/20,Galunggong (Round Scad),975 kg,200,54.55,160,,,
2025/3/20,Gulyasan or puyan (Skipjack tuna),229 kg,200,54.55,160,,,
2025/3/20,Lapu-lapu (Grouper),73 kg,280,54.55,160,,,
2025/3/20,Malasugi (Blue Marlin),829 Kg,300,54.55,160,,,
2025/3/20,Matang Baka (Big-eyed Scads),"1,685 kg",250,54.55,160,,,
2025/3/20,Maya-maya (Snapper),23 kg,350,54.55,160,,,
2025/3/20,Mulmul (Parrot Fish),17 kg,200,54.55,160,,,
2025/3/20,Samaral (Siganid),67 kg,220,54.55,160,,,
2025/3/20,Talakitok (Crevalle),91 kg,280,54.55,160,,,
2025/3/20,Tamban (Indian Sardines),"4,716 kg",100,54.55,160,,,
2025/3/20,Sting Ray,249 Kg,100,54.55,160,,,
2025/3/20,Tanguigue (Spanish Mackerel),279 Kg,300,54.55,160,,,
2025/3/20,Tulingan (Frigate Tuna),473 kg,350,54.55,160,,,
2025/3/21,Alumahan (Striped Mackerel),"1,205 kg",210,54.55,160,,,
2025/3/21,Bangus (Milk Fish),42 kg,210,54.55,160,,,
2025/3/21,Bariles (Yellow Fin Tuna),384 kg,260,54.55,160,,,
2025/3/21,Culisi (Nemipterid),"2,181 kg",133,54.55,160,,,
2025/3/21,Galunggong (Round Scad),975 kg,210,54.55,160,,,
2025/3/21,Gulyasan or puyan (Skipjack tuna),229 kg,210,54.55,160,,,
2025/3/21,Lapu-lapu (Grouper),73 kg,290,54.55,160,,,
2025/3/21,Malasugi (Blue Marlin),829 Kg,310,54.55,160,,,
2025/3/21,Matang Baka (Big-eyed Scads),"1,685 kg",260,54.55,160,,,
2025/3/21,Maya-maya (Snapper),23 kg,360,54.55,160,,,
2025/3/21,Mulmul (Parrot Fish),17 kg,210,54.55,160,,,
2025/3/21,Samaral (Siganid),67 kg,230,54.55,160,,,
2025/3/21,Talakitok (Crevalle),91 kg,290,54.55,160,,,
2025/3/21,Tamban (Indian Sardines),"4,716 kg",110,54.55,160,,,
2025/3/21,Sting Ray,249 Kg,110,54.55,160,,,
2025/3/21,Tanguigue (Spanish Mackerel),279 Kg,310,54.55,160,,,
2025/3/21,Tulingan (Frigate Tuna),473 kg,360,54.55,160,,,
2025/3/22,Alumahan (Striped Mackerel),"1,205 kg",210,54.55,160,,,
2025/3/22,Bangus (Milk Fish),42 kg,210,54.55,160,,,
2025/3/22,Bariles (Yellow Fin Tuna),384 kg,260,54.55,160,,,
2025/3/22,Culisi (Nemipterid),"2,181 kg",133,54.55,160,,,
2025/3/22,Galunggong (Round Scad),975 kg,210,54.55,160,,,
2025/3/22,Gulyasan or puyan (Skipjack tuna),229 kg,210,54.55,160,,,
2025/3/22,Lapu-lapu (Grouper),73 kg,290,54.55,160,,,
2025/3/22,Malasugi (Blue Marlin),829 Kg,310,54.55,160,,,
2025/3/22,Matang Baka (Big-eyed Scads),"1,685 kg",260,54.55,160,,,
2025/3/22,Maya-maya (Snapper),23 kg,360,54.55,160,,,
2025/3/22,Mulmul (Parrot Fish),17 kg,210,54.55,160,,,
2025/3/22,Samaral (Siganid),67 kg,230,54.55,160,,,
2025/3/22,Talakitok (Crevalle),91 kg,290,54.55,160,,,
2025/3/22,Tamban (Indian Sardines),"4,716 kg",110,54.55,160,,,
2025/3/22,Sting Ray,249 Kg,110,54.55,160,,,
2025/3/22,Tanguigue (Spanish Mackerel),279 Kg,310,54.55,160,,,
2025/3/22,Tulingan (Frigate Tuna),473 kg,360,54.55,160,,,
2025/3/23,Alumahan (Striped Mackerel),"1,205 kg",210,54.55,160,,,
2025/3/23,Bangus (Milk Fish),42 kg,210,54.55,160,,,
2025/3/23,Bariles (Yellow Fin Tuna),384 kg,260,54.55,160,,,
2025/3/23,Culisi (Nemipterid),"2,181 kg",133,54.55,160,,,
2025/3/23,Galunggong (Round Scad),975 kg,210,54.55,160,,,
2025/3/23,Gulyasan or puyan (Skipjack tuna),229 kg,210,54.55,160,,,
2025/3/23,Lapu-lapu (Grouper),73 kg,290,54.55,160,,,
2025/3/23,Malasugi (Blue Marlin),829 Kg,310,54.55,160,,,
2025/3/23,Matang Baka (Big-eyed Scads),"1,685 kg",260,54.55,160,,,
2025/3/23,Maya-maya (Snapper),23 kg,360,54.55,160,,,
2025/3/23,Mulmul (Parrot Fish),17 kg,210,54.55,160,,,
2025/3/23,Samaral (Siganid),67 kg,230,54.55,160,,,
2025/3/23,Talakitok (Crevalle),91 kg,290,54.55,160,,,
2025/3/23,Tamban (Indian Sardines),"4,716 kg",110,54.55,160,,,
2025/3/23,Sting Ray,249 Kg,110,54.55,160,,,
2025/3/23,Tanguigue (Spanish Mackerel),279 Kg,310,54.55,160,,,
2025/3/23,Tulingan (Frigate Tuna),473 kg,360,54.55,160,,,
2025/3/24,Alumahan (Striped Mackerel),"1,205 kg",210,54.55,160,,,
2025/3/24,Bangus (Milk Fish),42 kg,210,54.55,160,,,
2025/3/24,Bariles (Yellow Fin Tuna),384 kg,260,54.55,160,,,
2025/3/24,Culisi (Nemipterid),"2,181 kg",133,54.55,160,,,
2025/3/24,Galunggong (Round Scad),975 kg,210,54.55,160,,,
2025/3/24,Gulyasan or puyan (Skipjack tuna),229 kg,210,54.55,160,,,
2025/3/24,Lapu-lapu (Grouper),73 kg,290,54.55,160,,,
2025/3/24,Malasugi (Blue Marlin),829 Kg,310,54.55,160,,,
2025/3/24,Matang Baka (Big-eyed Scads),"1,685 kg",260,54.55,160,,,
2025/3/24,Maya-maya (Snapper),23 kg,360,54.55,160,,,
2025/3/24,Mulmul (Parrot Fish),17 kg,210,54.55,160,,,
2025/3/24,Samaral (Siganid),67 kg,230,54.55,160,,,
2025/3/24,Talakitok (Crevalle),91 kg,290,54.55,160,,,
2025/3/24,Tamban (Indian Sardines),"4,716 kg",110,54.55,160,,,
2025/3/24,Sting Ray,249 Kg,110,54.55,160,,,
2025/3/24,Tanguigue (Spanish Mackerel),279 Kg,310,54.55,160,,,
2025/3/24,Tulingan (Frigate Tuna),473 kg,360,54.55,160,,,
2025/3/25,Alumahan (Striped Mackerel),"1,205 kg",210,53.9,160,,,
2025/3/25,Bangus (Milk Fish),42 kg,210,53.9,160,,,
2025/3/25,Bariles (Yellow Fin Tuna),384 kg,260,53.9,160,,,
2025/3/25,Culisi (Nemipterid),"2,181 kg",133,53.9,160,,,
2025/3/25,Galunggong (Round Scad),975 kg,210,53.9,160,,,
2025/3/25,Gulyasan or puyan (Skipjack tuna),229 kg,210,53.9,160,,,
2025/3/25,Lapu-lapu (Grouper),73 kg,290,53.9,160,,,
2025/3/25,Malasugi (Blue Marlin),829 Kg,310,53.9,160,,,
2025/3/25,Matang Baka (Big-eyed Scads),"1,685 kg",260,53.9,160,,,
2025/3/25,Maya-maya (Snapper),23 kg,360,53.9,160,,,
2025/3/25,Mulmul (Parrot Fish),17 kg,210,53.9,160,,,
2025/3/25,Samaral (Siganid),67 kg,230,53.9,160,,,
2025/3/25,Talakitok (Crevalle),91 kg,290,53.9,160,,,
2025/3/25,Tamban (Indian Sardines),"4,716 kg",110,53.9,160,,,
2025/3/25,Sting Ray,249 Kg,110,53.9,160,,,
2025/3/25,Tanguigue (Spanish Mackerel),279 Kg,310,53.9,160,,,
2025/3/25,Tulingan (Frigate Tuna),473 kg,360,53.9,160,,,
2025/3/26,Alumahan (Striped Mackerel),"1,205 kg",190,53.9,160,,,
2025/3/26,Bangus (Milk Fish),42 kg,190,53.9,160,,,
2025/3/26,Bariles (Yellow Fin Tuna),384 kg,240,53.9,160,,,
2025/3/26,Culisi (Nemipterid),"2,181 kg",113,53.9,160,,,
2025/3/26,Galunggong (Round Scad),975 kg,190,53.9,160,,,
2025/3/26,Gulyasan or puyan (Skipjack tuna),229 kg,190,53.9,160,,,
2025/3/26,Lapu-lapu (Grouper),73 kg,270,53.9,160,,,
2025/3/26,Malasugi (Blue Marlin),829 Kg,290,53.9,160,,,
2025/3/26,Matang Baka (Big-eyed Scads),"1,685 kg",240,53.9,160,,,
2025/3/26,Maya-maya (Snapper),23 kg,340,53.9,160,,,
2025/3/26,Mulmul (Parrot Fish),17 kg,190,53.9,160,,,
2025/3/26,Samaral (Siganid),67 kg,210,53.9,160,,,
2025/3/26,Talakitok (Crevalle),91 kg,270,53.9,160,,,
2025/3/26,Tamban (Indian Sardines),"4,716 kg",90,53.9,160,,,
2025/3/26,Sting Ray,249 Kg,90,53.9,160,,,
2025/3/26,Tanguigue (Spanish Mackerel),279 Kg,290,53.9,160,,,
2025/3/26,Tulingan (Frigate Tuna),473 kg,340,53.9,160,,,
2025/3/27,Alumahan (Striped Mackerel),"1,205 kg",190,53.9,160,,,
2025/3/27,Bangus (Milk Fish),42 kg,190,53.9,160,,,
2025/3/27,Bariles (Yellow Fin Tuna),384 kg,240,53.9,160,,,
2025/3/27,Culisi (Nemipterid),"2,181 kg",113,53.9,160,,,
2025/3/27,Galunggong (Round Scad),975 kg,190,53.9,160,,,
2025/3/27,Gulyasan or puyan (Skipjack tuna),229 kg,190,53.9,160,,,
2025/3/27,Lapu-lapu (Grouper),73 kg,270,53.9,160,,,
2025/3/27,Malasugi (Blue Marlin),829 Kg,290,53.9,160,,,
2025/3/27,Matang Baka (Big-eyed Scads),"1,685 kg",240,53.9,160,,,
2025/3/27,Maya-maya (Snapper),23 kg,340,53.9,160,,,
2025/3/27,Mulmul (Parrot Fish),17 kg,190,53.9,160,,,
2025/3/27,Samaral (Siganid),67 kg,210,53.9,160,,,
2025/3/27,Talakitok (Crevalle),91 kg,270,53.9,160,,,
2025/3/27,Tamban (Indian Sardines),"4,716 kg",90,53.9,160,,,
2025/3/27,Sting Ray,249 Kg,90,53.9,160,,,
2025/3/27,Tanguigue (Spanish Mackerel),279 Kg,290,53.9,160,,,
2025/3/27,Tulingan (Frigate Tuna),473 kg,340,53.9,160,,,
2025/3/28,Alumahan (Striped Mackerel),"1,205 kg",190,53.9,160,,,
2025/3/28,Bangus (Milk Fish),42 kg,190,53.9,160,,,
2025/3/28,Bariles (Yellow Fin Tuna),384 kg,240,53.9,160,,,
2025/3/28,Culisi (Nemipterid),"2,181 kg",113,53.9,160,,,
2025/3/28,Galunggong (Round Scad),975 kg,190,53.9,160,,,
2025/3/28,Gulyasan or puyan (Skipjack tuna),229 kg,190,53.9,160,,,
